Company,TypeName,Inches,RamGB,OpSys,WeightKG,Price,GHz,CpuBrand,CpuVersion,MainMemory,SecondMemory,MainMemoryType,SecondMemoryType,TouchScreen,Resolution,PanelType,GpuBrand,GpuVersion
Acer,Notebook,15.6,8,Windows 10,2.23,299.85984,2.2,AMD, A8-Series 7410 ,256.0,0.0,SSD,None,0,1920x1080,Without,AMD, Radeon R5
Asus,2 in 1 Convertible,11.6,2,Windows 10,1.1,175.824,1.1,Intel, Celeron Dual Core N3350 ,32.0,0.0,FlashStorage,None,1,1366x768,Without,Intel, HD Graphics 500
Dell,Notebook,15.6,8,Windows 10,2.33,539.61984,1.6,Intel, Core i5 8250U ,128.0,1000.0,SSD,HDD,0,1920x1080,Without,AMD, Radeon 530
HP,2 in 1 Convertible,13.3,16,Windows 10,1.29,1565.7926400000001,1.8,Intel, Core i7 8550U ,1000.0,0.0,SSD,None,1,3840x2160,IPSPanel,Intel, UHD Graphics 620
Lenovo,Notebook,13.3,4,Chrome OS,1.45,294.041664,1.6,Intel, Celeron Dual Core 3855U ,16.0,0.0,FlashStorage,None,0,1366x768,Without,Intel, HD Graphics 510
HP,Notebook,14.0,8,Windows 10,1.95,626.5728,2.5,Intel, Core i5 7200U ,256.0,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 620
Acer,Notebook,11.6,4,Windows 10,1.4,310.0896,1.6,Intel, Pentium Quad Core N3710 ,128.0,0.0,FlashStorage,None,0,1366x768,Without,Intel, HD Graphics 405
HP,Notebook,14.0,8,Windows 10,1.48,826.0531199999999,2.7,Intel, Core i7 7500U ,256.0,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 620
Lenovo,Notebook,17.3,4,Windows 10,2.79,376.58304,2.5,Intel, Core i5 7200U ,1000.0,0.0,HDD,None,0,1600x900,Without,Nvidia, GeForce 920MX
Asus,Notebook,14.0,8,Windows 10,2.0,699.45984,2.7,Intel, Core i7 7500U ,256.0,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 620
HP,Notebook,15.6,8,Windows 10,2.1,576.70272,1.8,Intel, Core i7 8550U ,1000.0,0.0,HDD,None,0,1366x768,IPSPanel,Intel, UHD Graphics 620
Acer,Notebook,15.6,8,Windows 10,2.2,421.33824,2.7,AMD, A12-Series 9720P ,256.0,0.0,SSD,None,0,1366x768,Without,AMD, Radeon RX 540
Lenovo,Notebook,14.0,4,Windows 10,1.44,186.69312,1.1,Intel, Celeron Dual Core N3350 ,32.0,0.0,FlashStorage,None,0,1366x768,Without,Intel, HD Graphics 500
Acer,Notebook,15.6,6,Windows 10,8.23,351.00864,2.5,Intel, Core i5 7200U ,1000.0,0.0,HDD,None,0,1366x768,Without,Intel, HD Graphics 620
Asus,Ultrabook,15.6,8,Windows 10,1.7,671.264064,2.7,Intel, Core i7 7500U ,256.0,0.0,SSD,None,0,1920x1080,Without,Nvidia, GeForce 940MX
HP,Ultrabook,12.5,8,Windows 10,1.26,853.5456,2.7,Intel, Core i7 7500U ,256.0,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 620
Dell,Notebook,15.6,32,Windows 10,2.06,1687.27104,2.8,Intel, Core i7 7700HQ ,1000.0,0.0,SSD,None,1,3840x2160,Without,Nvidia, GeForce GTX 1050
MSI,Gaming,17.3,8,Windows 10,2.7,766.5926400000001,2.8,Intel, Core i7 7700HQ ,256.0,1000.0,SSD,HDD,0,1920x1080,Without,Nvidia, GeForce GTX 1050 Ti
Toshiba,Notebook,15.6,8,Windows 10,2.0,602.91648,2.5,Intel, Core i5 7200U ,256.0,0.0,SSD,None,0,1920x1080,IPSPanel,Intel, HD Graphics 620
Asus,Notebook,14.0,8,Windows 10,2.0,852.90624,2.7,Intel, Core i7 7500U ,256.0,1000.0,SSD,HDD,0,1920x1080,Without,Intel, HD Graphics 620
Lenovo,Notebook,15.6,4,Windows 10,1.85,287.07264000000004,2.0,Intel, Core i3 6006U ,1000.0,0.0,HDD,None,0,1920x1080,Without,Intel, HD Graphics 520
Asus,Gaming,15.6,8,Windows 10,2.5,638.72064,2.8,Intel, Core i7 7700HQ ,256.0,0.0,SSD,None,0,1920x1080,Without,Nvidia, GeForce GTX 1050
HP,Notebook,14.0,8,Windows 10,1.48,810.7084799999999,2.6,Intel, Core i5 7300U ,256.0,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 620
HP,Notebook,15.6,8,Windows 10,1.84,731.4278400000001,2.5,Intel, Core i5 7200U ,256.0,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 620
Asus,Notebook,15.6,4,Linux,2.0,175.8176064,1.1,Intel, Celeron Dual Core N3350 ,1000.0,0.0,HDD,None,0,1366x768,Without,Intel, HD Graphics 500
Dell,Notebook,15.6,8,Windows 10,2.0,730.62864,1.6,Intel, Core i5 8250U ,256.0,0.0,SSD,None,0,1920x1080,Without,Nvidia, GeForce 940MX
Dell,Notebook,15.6,4,Linux,2.2,175.760064,1.6,Intel, Celeron Dual Core N3060 ,500.0,0.0,HDD,None,0,1366x768,Without,Intel, HD Graphics
Lenovo,Notebook,15.6,12,Windows 10,2.2,574.7846400000001,3.6,AMD, A12-Series 9720P ,2000.0,0.0,HDD,None,0,1920x1080,Without,AMD, Radeon 530
HP,Notebook,15.6,8,Windows 10,2.1,457.78176,2.4,Intel, Core i3 7100U ,1000.0,0.0,HDD,None,0,1920x1080,IPSPanel,Nvidia, GeForce 930MX 
Lenovo,2 in 1 Convertible,13.9,16,Windows 10,1.4,1342.01664,1.8,Intel, Core i7 8550U ,512.0,0.0,SSD,None,1,3840x2160,IPSPanel,Intel, UHD Graphics 620
Dell,Ultrabook,13.3,8,Windows 10,1.2,1009.54944,1.8,Intel, Core i7 8550U ,256.0,0.0,SSD,None,0,1920x1080,Without,Intel, UHD Graphics 620
Lenovo,Gaming,15.6,16,Windows 10,2.4,721.83744,2.8,Intel, Core i7 7700HQ ,256.0,2000.0,SSD,HDD,0,1920x1080,IPSPanel,Nvidia, GeForce GTX 1050 Ti
HP,Notebook,14.0,2,Windows 10,1.44,178.38144000000003,1.6,Intel, Celeron Dual Core N3060 ,32.0,0.0,FlashStorage,None,0,1366x768,Without,Intel, HD Graphics 400
Dell,Ultrabook,15.6,16,Windows 10,1.88,1028.0653056,1.9,Intel, Core i7 8650U ,512.0,256.0,SSD,SSD,0,1920x1080,Without,Intel, UHD Graphics 620
Asus,2 in 1 Convertible,11.6,4,Windows 10,1.5,239.76,1.1,Intel, Celeron Dual Core N3350 ,32.0,0.0,FlashStorage,None,1,1366x768,Without,Intel, HD Graphics 500
Dell,Ultrabook,15.6,8,Windows 10,0.0002,423.89568,1.6,Intel, Core i5 8250U ,1000.0,0.0,HDD,None,0,1920x1080,Without,AMD, Radeon 530
HP,Notebook,15.6,8,Windows 10,1.84,833.7254399999999,2.7,Intel, Core i7 7500U ,256.0,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 620
MSI,Gaming,17.3,8,Windows 10,2.7,900.85824,2.8,Intel, Core i7 7700HQ ,128.0,1000.0,SSD,HDD,0,1920x1080,Without,Nvidia, GeForce GTX 1060
HP,Workstation,15.6,8,Windows 10,2.6,1111.3803071999998,2.8,Intel, Core i7 7700HQ ,256.0,0.0,SSD,None,0,1920x1080,Without,Nvidia, Quadro M1200
Toshiba,Notebook,15.6,16,Windows 10,2.4,897.02208,2.5,Intel, Core i7 6500U ,512.0,0.0,SSD,None,0,1920x1080,IPSPanel,Nvidia, GeForce 930M
Dell,Notebook,15.6,8,Windows 10,2.02,620.754624,1.8,Intel, Core i7 8550U ,128.0,2000.0,SSD,HDD,0,1920x1080,Without,AMD, Radeon 530
Lenovo,Notebook,15.6,4,No OS,2.2,205.8675264,1.1,Intel, Celeron Dual Core N3350 ,1000.0,0.0,HDD,None,0,1366x768,Without,Intel, HD Graphics 500
Dell,Gaming,15.6,8,Windows 10,2.65,638.72064,2.5,Intel, Core i5 7300HQ ,1000.0,0.0,HDD,None,0,1920x1080,Without,Nvidia, GeForce GTX 1050
Dell,Notebook,15.6,8,Windows 10,2.36,356.36008319999996,2.5,Intel, Core i5 7200U ,2000.0,0.0,HDD,None,1,1366x768,Without,Intel, HD Graphics 620
Dell,Notebook,14.0,8,Windows 10,1.36,912.36672,2.6,Intel, Core i5 7300U ,256.0,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 620
HP,Notebook,15.6,4,Windows 10,1.86,280.67904,2.0,Intel, Core i3 6006U ,500.0,0.0,HDD,None,0,1366x768,Without,Intel, HD Graphics 520
Asus,Notebook,14.0,8,Windows 10,2.0,604.1952,2.5,Intel, Core i5 7200U ,256.0,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 620
Lenovo,Notebook,17.3,6,Windows 10,2.8,459.69984,2.5,Intel, Core i5 7200U ,128.0,1000.0,SSD,HDD,0,1600x900,Without,Nvidia, GeForce GTX 940MX
HP,Notebook,15.6,8,Windows 10,1.86,408.55104,2.5,Intel, Core i5 7200U ,1000.0,0.0,HDD,None,0,1920x1080,Without,Intel, HD Graphics 620
Lenovo,Notebook,15.6,8,No OS,2.2,319.04064,2.0,Intel, Core i3 6006U ,256.0,0.0,SSD,None,0,1366x768,Without,Nvidia, GeForce 920MX 
HP,Notebook,15.6,8,Windows 10,2.04,248.71104,1.6,Intel, Pentium Quad Core N3710 ,2000.0,0.0,HDD,None,0,1366x768,Without,Intel, HD Graphics 405
Dell,Notebook,17.3,8,Windows 10,2.8,693.7056,1.6,Intel, Core i5 8250U ,128.0,1000.0,SSD,HDD,0,1920x1080,Without,AMD, Radeon 530
Lenovo,Gaming,15.6,8,No OS,2.4,517.2422399999999,2.5,Intel, Core i5 7300HQ ,128.0,1000.0,SSD,HDD,0,1920x1080,IPSPanel,Nvidia, GeForce GTX 1050
Dell,Notebook,15.6,8,Windows 10,2.33,574.7846400000001,2.7,Intel, Core i7 7500U ,256.0,0.0,SSD,None,0,1920x1080,Without,AMD, Radeon R7 M445
HP,Ultrabook,14.0,8,Windows 10,1.36,1118.88,2.7,Intel, Core i7 7500U ,256.0,0.0,SSD,None,0,1920x1080,IPSPanel,Intel, HD Graphics 620
Asus,2 in 1 Convertible,15.6,12,Windows 10,2.26,702.65664,2.7,Intel, Core i7 7500U ,512.0,2000.0,SSD,HDD,1,1920x1080,Without,Nvidia, GeForce GT 940MX
Acer,Notebook,15.6,4,Windows 10,2.1,272.36736,3.0,AMD, A9-Series 9420 ,128.0,0.0,SSD,None,0,1366x768,Without,AMD, Radeon R5
Asus,Gaming,17.3,16,Windows 10,3.25,1405.95264,3.0,AMD, Ryzen 1700 ,256.0,1000.0,SSD,HDD,0,1920x1080,IPSPanel,AMD, Radeon RX 580
Lenovo,Notebook,17.3,4,Windows 10,2.6,312.64704,2.2,AMD, A8-Series 7410 ,128.0,0.0,SSD,None,0,1600x900,Without,AMD, Radeon R5
Dell,2 in 1 Convertible,13.3,8,Windows 10,1.62,555.6102336,1.8,Intel, Core i7 8550U ,256.0,0.0,SSD,None,1,1920x1080,Without,Intel, UHD Graphics 620
HP,Notebook,15.6,4,Windows 10,1.91,312.64064640000004,3.0,AMD, A9-Series 9420 ,256.0,0.0,SSD,None,0,1920x1080,Without,AMD, Radeon R5
Lenovo,Netbook,11.6,4,Windows 10,1.59,353.56608,1.1,Intel, Celeron Quad Core N3450 ,128.0,0.0,SSD,None,0,1366x768,IPSPanel,Intel, HD Graphics 500
Dell,Notebook,15.6,4,Windows 10,1.8,197.56224,1.6,Intel, Celeron Dual Core N3060 ,500.0,0.0,HDD,None,0,1366x768,Without,Intel, HD Graphics 400
Asus,Notebook,14.0,4,Windows 10,1.5,182.85696000000002,1.1,Intel, Celeron Dual Core N3350 ,32.0,0.0,FlashStorage,None,0,1366x768,Without,Intel, HD Graphics 500
Acer,Notebook,15.6,8,Linux,2.4,540.89856,2.8,Intel, Core i7 7700HQ ,1000.0,0.0,HDD,None,0,1920x1080,Without,Nvidia, GeForce GTX 1050
HP,Gaming,17.3,8,Windows 10,3.35,761.4777600000001,2.8,Intel, Core i7 7700HQ ,128.0,1000.0,SSD,HDD,0,1920x1080,IPSPanel,Nvidia, GeForce GTX 1050
Lenovo,Notebook,15.6,4,No OS,1.85,257.98176,2.0,Intel, Core i3 6006U ,128.0,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 520
Asus,Gaming,15.6,8,Windows 10,2.3,1058.1408,2.8,Intel, Core i7 7700HQ ,128.0,1000.0,SSD,HDD,0,1920x1080,IPSPanel,Nvidia, GeForce GTX 1060
Lenovo,Notebook,14.0,8,Windows 10,1.5,702.65664,2.5,Intel, Core i5 7200U ,256.0,0.0,SSD,None,0,1920x1080,IPSPanel,Nvidia, GeForce 940MX
Asus,Ultrabook,13.3,16,Windows 10,1.1,1118.1767040000002,2.7,Intel, Core i7 7500U ,512.0,0.0,SSD,None,1,1920x1080,Without,Intel, HD Graphics 620
Lenovo,Ultrabook,14.0,8,Windows 10,1.13,1459.01952,2.7,Intel, Core i7 7500U ,512.0,0.0,SSD,None,0,2560x1440,IPSPanel,Intel, HD Graphics 620
Lenovo,Notebook,13.3,4,Windows 10,1.5,351.00864,2.4,Intel, Core i3 7100U ,128.0,0.0,SSD,None,0,1920x1080,IPSPanel,Intel, HD Graphics 620
Dell,Workstation,15.6,8,Windows 10,2.23,875.28384,2.6,Intel, Core i5 6440HQ ,500.0,0.0,HDD,None,0,1920x1080,Without,AMD, FirePro W5130M
Dell,Workstation,15.6,8,Windows 10,2.0,1365.0336,2.7,Intel, Core i7 6820HQ ,256.0,0.0,SSD,None,0,1920x1080,IPSPanel,Nvidia, Quadro M1200
Lenovo,2 in 1 Convertible,14.0,16,Windows 10,1.42,1604.1542399999998,2.7,Intel, Core i7 7500U ,512.0,0.0,SSD,None,1,2560x1440,Without,Intel, HD Graphics 620
Asus,Gaming,17.3,8,Windows 10,3.0,664.29504,2.8,Intel, Core i7 7700HQ ,1000.0,0.0,HDD,None,0,1920x1080,Without,Nvidia, GeForce GTX 1050
Asus,Gaming,17.3,16,Windows 10,3.0,1017.22176,2.8,Intel, Core i7 7700HQ ,256.0,1000.0,SSD,HDD,0,1920x1080,Without,Nvidia, GeForce GTX 1050 Ti
Acer,Notebook,15.6,12,Windows 10,2.2,443.7094464,1.6,Intel, Core i5 8250U ,1000.0,0.0,HDD,None,0,1366x768,IPSPanel,Nvidia, GeForce MX130
MSI,Gaming,17.3,8,Windows 10,2.7,862.4966400000001,2.8,Intel, Core i7 7700HQ ,256.0,0.0,SSD,None,0,1920x1080,Without,Nvidia, GeForce GTX 1050 Ti
Dell,Notebook,15.6,8,Linux,2.33,497.9783232,2.7,Intel, Core i7 7500U ,256.0,0.0,SSD,None,0,1920x1080,Without,AMD, Radeon R7 M445
HP,Ultrabook,15.6,4,Windows 10,1.91,319.04064,3.0,AMD, A9-Series 9420 ,256.0,0.0,SSD,None,0,1920x1080,Without,AMD, Radeon 520
Lenovo,Notebook,15.6,8,Windows 10,2.1,786.1314816,1.8,Intel, Core i7 8550U ,256.0,0.0,SSD,None,0,1920x1080,IPSPanel,AMD, Radeon RX 550
Lenovo,Notebook,14.0,8,Windows 10,1.9,599.71968,2.5,Intel, Core i5 7200U ,256.0,0.0,SSD,None,0,1920x1080,IPSPanel,Intel, HD Graphics 620
Dell,Workstation,15.6,8,Windows 10,1.78,1733.9443199999998,2.8,Intel, Core i7 7700HQ ,256.0,0.0,SSD,None,1,3840x2160,Without,Nvidia, Quadro M1200
Lenovo,Ultrabook,14.0,16,Windows 10,1.13,1678.32,2.7,Intel, Core i7 7500U ,1000.0,0.0,SSD,None,0,2560x1440,IPSPanel,Intel, HD Graphics 620
Lenovo,Notebook,15.6,4,Windows 10,2.2,195.64416,1.1,Intel, Celeron Dual Core N3350 ,1000.0,0.0,HDD,None,0,1366x768,Without,Intel, HD Graphics 500
Asus,Gaming,17.3,16,Windows 10,2.9,977.5814399999999,2.8,Intel, Core i7 7700HQ ,256.0,1000.0,SSD,HDD,0,1920x1080,Without,Nvidia, GeForce GTX 1050
Lenovo,Notebook,25.6,8,Windows 10,2.1,731.74752,1.6,Intel, Core i5 8250U ,256.0,1000.0,SSD,HDD,0,1920x1080,IPSPanel,AMD, Radeon RX 550
Acer,Notebook,15.6,8,Linux,2.5,561.9974400000001,2.8,Intel, Core i7 7700HQ ,256.0,0.0,SSD,None,0,1920x1080,Without,Nvidia, GeForce GTX 1050
MSI,Gaming,17.3,16,Windows 10,2.8,1437.92064,2.8,Intel, Core i7 7700HQ ,256.0,1000.0,SSD,HDD,0,1920x1080,Without,Nvidia, GeForce GTX 1070
Asus,Ultrabook,14.0,8,Windows 10,1.1,1197.5212800000002,2.7,Intel, Core i7 7500U ,512.0,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 620
Toshiba,Ultrabook,13.3,16,Windows 10,1.2,1116.96192,2.5,Intel, Core i7 6500U ,512.0,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 520
Dell,Ultrabook,14.0,8,Windows 10,1.36,1074.1248,2.8,Intel, Core i7 7600U ,512.0,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics
Lenovo,Notebook,11.6,2,Windows 10,1.15,194.653152,1.1,Intel, Celeron Dual Core N3350 ,32.0,0.0,FlashStorage,None,0,1366x768,Without,Intel, HD Graphics 500
Lenovo,Workstation,15.6,8,Windows 10,2.67,1230.768,2.8,Intel, Core i7 7700HQ ,512.0,0.0,SSD,None,0,1920x1080,Without,Nvidia, Quadro M1200
Lenovo,Ultrabook,14.0,8,Windows 10,1.7,1242.27648,2.8,Intel, Core i7 7700HQ ,512.0,0.0,SSD,None,0,2560x1440,IPSPanel,Nvidia, GeForce GT 940MX
HP,Notebook,15.6,4,Windows 10,2.1,299.85984,2.0,Intel, Core i3 6006U ,1000.0,0.0,HDD,None,0,1920x1080,Without,AMD, Radeon 520
Acer,2 in 1 Convertible,13.3,8,Windows 10,1.6,504.4614336,2.5,Intel, Core i7 6500U ,256.0,0.0,SSD,None,1,1920x1080,IPSPanel,Intel, HD Graphics 520
Asus,2 in 1 Convertible,13.3,8,Windows 10,1.27,593.3260799999999,2.5,Intel, Core i5 7200U ,256.0,0.0,SSD,None,1,1920x1080,IPSPanel,Intel, HD Graphics 620
Dell,Notebook,15.6,4,Linux,2.3,382.912704,2.5,Intel, Core i5 7200U ,256.0,0.0,SSD,None,0,1920x1080,Without,AMD, Radeon R5 M430
Dell,Notebook,13.3,4,Windows 10,1.65,440.51903999999996,2.0,Intel, Core i3 6006U ,128.0,0.0,SSD,None,0,1366x768,Without,Intel, HD Graphics 520
HP,Ultrabook,14.0,8,Windows 10,1.43,959.04,2.5,Intel, Core i7 6500U ,256.0,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 520
Dell,Notebook,15.6,8,Windows 10,2.14,345.222432,2.5,Intel, Core i5 7200U ,1000.0,0.0,HDD,None,0,1366x768,Without,Intel, HD Graphics 620
Lenovo,Ultrabook,14.0,8,Windows 10,1.75,777.0653568,1.8,Intel, Core i7 8550U ,256.0,0.0,SSD,None,0,1920x1080,IPSPanel,AMD, Radeon RX 550
Lenovo,2 in 1 Convertible,15.6,16,Windows 10,2.0,1214.14464,2.8,Intel, Core i7 7700HQ ,512.0,0.0,SSD,None,1,3840x2160,IPSPanel,Nvidia, GeForce GTX 1050
Chuwi,Notebook,12.3,6,Windows 10,1.4,287.07264000000004,1.1,Intel, Celeron Quad Core N3450 ,64.0,0.0,FlashStorage,None,0,2736x1824,IPSPanelRetinaDisplay,Intel, HD Graphics 500
HP,Notebook,15.6,8,Windows 10,2.31,912.36672,2.9,Intel, Core i7 7820HQ ,256.0,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 630
Dell,Gaming,27.3,16,Windows 10,4.42,1789.56864,2.9,Intel, Core i7 7820HK ,256.0,1000.0,SSD,HDD,0,2560x1440,IPSPanel,Nvidia, GeForce GTX 1070
Dell,Gaming,15.6,8,Windows 10,2.62,741.01824,2.8,Intel, Core i7 7700HQ ,128.0,1000.0,SSD,HDD,0,1920x1080,IPSPanel,Nvidia, GeForce GTX 1050 Ti
Dell,Notebook,15.6,8,Windows 10,2.02,730.404864,1.8,Intel, Core i7 8550U ,256.0,2000.0,SSD,HDD,0,1920x1080,Without,AMD, Radeon 530
Dell,Ultrabook,14.0,8,Linux,1.6,702.65664,2.8,Intel, Core i7 7600U ,256.0,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 620
HP,Gaming,17.3,12,Windows 10,3.35,1278.0806400000001,2.8,Intel, Core i7 7700HQ ,256.0,1000.0,SSD,HDD,0,1920x1080,Without,Nvidia, GeForce GTX 1070
Mediacom,2 in 1 Convertible,11.6,4,Windows 10,1.16,191.16863999999998,1.1,Intel, Celeron Dual Core N3350 ,32.0,0.0,SSD,None,1,1920x1080,IPSPanel,Intel, HD Graphics 500
Samsung,Netbook,11.6,4,Chrome OS,1.15,171.98784,1.6,Intel, Celeron Dual Core N3060 ,16.0,0.0,FlashStorage,None,0,1366x768,Without,Intel, HD Graphics 400
Lenovo,Notebook,13.3,8,Windows 10,1.4,645.7536,2.7,Intel, Core i7 7500U ,256.0,0.0,SSD,None,0,1920x1080,IPSPanel,Intel, HD Graphics 620
Lenovo,Notebook,14.0,4,Windows 10,1.7,382.97664000000003,2.7,Intel, Core i3 7130U ,128.0,0.0,SSD,None,0,1920x1080,IPSPanel,Intel, HD Graphics 620
Lenovo,Workstation,15.6,16,Windows 10,2.3,1563.2352,2.8,Intel, Core i7 7600U ,512.0,0.0,SSD,None,0,3840x2160,IPSPanel,Nvidia, GeForce 940MX
Lenovo,Notebook,15.6,16,Windows 10,2.5,1565.7926400000001,2.9,Intel, Core i7 7820HQ ,512.0,0.0,SSD,None,0,1920x1080,Without,Nvidia, Quadro M2200M
Asus,Gaming,17.3,8,Windows 10,3.2,1083.7152,3.2,AMD, Ryzen 1600 ,256.0,1000.0,SSD,HDD,0,1920x1080,Without,AMD, Radeon RX 580
HP,Notebook,15.6,4,Windows 10,2.1,221.85792,1.6,Intel, Celeron Dual Core N3060 ,500.0,0.0,HDD,None,0,1366x768,Without,Intel, HD Graphics 400
Google,Ultrabook,12.3,16,Chrome OS,1.1,1405.95264,1.3,Intel, Core i7 7Y75 ,512.0,0.0,SSD,None,1,2400x1600,Without,Intel, HD Graphics 615
Lenovo,Ultrabook,24.0,24,Windows 10,1.32,1522.9555200000002,2.7,Intel, Core i7 7500U ,512.0,0.0,SSD,None,0,2560x1440,Without,Intel, HD Graphics 620
Asus,Notebook,15.6,4,Linux,2.0,357.40224,2.5,Intel, Core i5 7200U ,256.0,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 620
Lenovo,Notebook,17.3,8,Windows 10,2.8,331.82784,2.5,AMD, A6-Series 9220 ,1000.0,0.0,HDD,None,0,1600x900,Without,AMD, Radeon R4
Dell,Notebook,15.6,4,Windows 10,2.2,478.88064,1.6,Intel, Core i5 8250U ,256.0,0.0,SSD,None,0,1920x1080,Without,AMD, Radeon 530
Lenovo,Ultrabook,12.5,8,Windows 10,1.36,913.64544,2.5,Intel, Core i5 7200U ,256.0,0.0,SSD,None,0,1920x1080,IPSPanel,Intel, HD Graphics 620
Lenovo,Notebook,15.6,4,Windows 10,2.2,223.13664000000003,1.1,Intel, Pentium Quad Core N4200 ,128.0,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 505
HP,Gaming,15.6,8,Windows 10,2.2,702.65664,2.8,Intel, Core i7 7700HQ ,128.0,1000.0,SSD,HDD,0,1920x1080,IPSPanel,Nvidia, GeForce GTX 1050
Dell,Notebook,14.0,8,Windows 10,1.64,753.8054400000001,2.8,Intel, Core i5 7440HQ ,256.0,0.0,SSD,None,0,1920x1080,Without,Nvidia, GeForce 930MX
Acer,Notebook,15.6,4,Linux,2.4,282.469248,2.5,Intel, Core i5 7200U ,500.0,0.0,HDD,None,0,1366x768,Without,Intel, HD Graphics 620
Dell,Workstation,15.6,8,Windows 10,2.23,1274.2444799999998,3.0,Intel, Xeon E3-1505M V6 ,64.0,1000.0,FlashStorage,HDD,0,1920x1080,Without,Nvidia, Quadro M620
MSI,Gaming,15.6,8,Windows 10,2.2,657.0958464,2.5,Intel, Core i5 7300HQ ,256.0,0.0,SSD,None,0,1920x1080,Without,Nvidia, GeForce GTX 1050
Microsoft,Ultrabook,13.5,16,Windows 10 S,1.25,1655.3030400000002,2.5,Intel, Core i7 7660U ,512.0,0.0,SSD,None,1,2256x1504,Without,Intel, Iris Plus Graphics 640
HP,Notebook,15.6,8,Windows 10,1.91,376.58304,2.5,Intel, Core i5 7200U ,128.0,0.0,SSD,None,0,1366x768,Without,Intel, HD Graphics 620
Dell,Workstation,15.6,16,Windows 10,2.17,1262.736,2.7,Intel, Core i7 6820HQ ,256.0,0.0,SSD,None,0,1920x1080,IPSPanel,Nvidia, Quadro M620
HP,Workstation,15.6,8,Windows 10,2.31,980.7782400000001,2.9,Intel, Core i7 7820HQ ,512.0,0.0,SSD,None,0,1920x1080,IPSPanel,Intel, HD Graphics 620
Lenovo,Notebook,14.0,8,Windows 10,1.65,859.9392000000001,2.5,Intel, Core i5 7200U ,256.0,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 620
Dell,Notebook,15.6,8,Windows 10,2.36,625.93344,1.8,Intel, Core i7 8550U ,128.0,1000.0,SSD,HDD,0,1920x1080,Without,AMD, Radeon 530
Dell,2 in 1 Convertible,11.6,4,Windows 10,1.47,306.25344,1.6,Intel, Pentium Quad Core N3710 ,500.0,0.0,HDD,None,1,1366x768,Without,Intel, HD Graphics 405
Dell,Notebook,17.3,8,Windows 10,4.42,1308.13056,2.7,Intel, Core i7 7700HQ ,1000.0,0.0,HDD,None,0,1920x1080,IPSPanel,Nvidia, GeForce GTX 1060
Microsoft,Ultrabook,13.5,4,Windows 10 S,1.252,632.32704,2.2,Intel, Core M m3-7Y30 ,128.0,0.0,SSD,None,1,2256x1504,Without,Intel, HD Graphics 615
HP,Notebook,17.3,8,Windows 10,2.5,409.12646400000006,2.0,Intel, Core i3 6006U ,256.0,0.0,SSD,None,0,1600x900,Without,Intel, HD Graphics 520
Acer,Notebook,15.6,4,Windows 10,2.23,347.81184,2.0,Intel, Core i3 6006U ,1000.0,0.0,HDD,None,0,1920x1080,Without,Nvidia, GeForce 940MX
Acer,Netbook,11.6,4,Windows 10,1.4,278.1216,1.6,Intel, Celeron Dual Core N3060 ,128.0,0.0,SSD,None,0,1366x768,Without,Intel, HD Graphics 400
Asus,Notebook,15.6,8,Windows 10,2.37,478.88064,2.5,Intel, Core i5 7200U ,1000.0,0.0,HDD,None,0,1920x1080,Without,Intel, HD Graphics 620
Lenovo,Notebook,14.0,8,No OS,1.5,510.84864000000005,2.7,Intel, Core i7 7500U ,512.0,0.0,SSD,None,0,1920x1080,IPSPanel,AMD, Radeon R7 M460
Lenovo,Notebook,15.6,8,Windows 10,2.67,1336.2624,2.9,Intel, Core i7 7820HQ ,256.0,0.0,SSD,None,0,1920x1080,Without,Nvidia, Quadro M2200M
Asus,Notebook,15.6,4,Windows 10,2.0,194.36544,1.1,Intel, Pentium Quad Core N4200 ,500.0,0.0,HDD,None,0,1366x768,Without,Intel, HD Graphics 500
Acer,Notebook,15.6,4,Windows 10,2.2,299.85984,2.0,Intel, Core i3 6006U ,500.0,0.0,HDD,None,0,1366x768,Without,Nvidia, GeForce GTX 940MX
Dell,Notebook,15.6,8,Windows 10,2.02,485.27423999999996,1.6,Intel, Core i5 8250U ,2000.0,0.0,HDD,None,0,1920x1080,Without,AMD, Radeon 530
